region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
East,EastSouth,heat,districtHeat,h4265,genUp,0.711653348,
East,EastSouth,heat,districtHeat,h4266,genUp,0.840193423,
East,EastSouth,heat,districtHeat,h4267,genUp,0.795879058,
East,EastSouth,heat,districtHeat,h4268,genUp,0.755623766,
East,EastSouth,heat,districtHeat,h4269,genUp,0.605786375,
East,EastSouth,heat,districtHeat,h4270,genUp,0.468096314,
East,EastSouth,heat,districtHeat,h4271,genUp,0.291900583,
East,EastSouth,heat,districtHeat,h4272,genUp,0.234750995,
East,EastSouth,heat,districtHeat,h4273,genUp,0.29224453,
East,EastSouth,heat,districtHeat,h4274,genUp,0.328126691,
East,EastSouth,heat,districtHeat,h4275,genUp,0.549698516,
East,EastSouth,heat,districtHeat,h4276,genUp,1.044870952,
East,EastSouth,heat,districtHeat,h4277,genUp,1.170659453,
East,EastSouth,heat,districtHeat,h4278,genUp,0.903151707,
East,EastSouth,heat,districtHeat,h4279,genUp,0.889254755,
East,EastSouth,heat,districtHeat,h4280,genUp,0.924763081,
East,EastSouth,heat,districtHeat,h4281,genUp,0.73872947,
East,EastSouth,heat,districtHeat,h4282,genUp,0.667338983,
East,EastSouth,heat,districtHeat,h4283,genUp,0.605098482,
East,EastSouth,heat,districtHeat,h4284,genUp,0.618621599,
East,EastSouth,heat,districtHeat,h4285,genUp,0.59663639,
East,EastSouth,heat,districtHeat,h4286,genUp,0.623368565,
East,EastSouth,heat,districtHeat,h4287,genUp,0.662935964,
East,EastSouth,heat,districtHeat,h4288,genUp,0.653442031,
East,EastSouth,heat,districtHeat,h4289,genUp,0.729235538,
East,EastSouth,heat,districtHeat,h4290,genUp,0.769864665,
East,EastSouth,heat,districtHeat,h4291,genUp,0.853028647,
East,EastSouth,heat,districtHeat,h4292,genUp,0.773205956,
East,EastSouth,heat,districtHeat,h4293,genUp,0.65010074,
East,EastSouth,heat,districtHeat,h4294,genUp,0.415349745,
East,EastSouth,heat,districtHeat,h4295,genUp,0.282750597,
East,EastSouth,heat,districtHeat,h4296,genUp,0.225601009,
East,EastSouth,heat,districtHeat,h4297,genUp,0.208362766,
East,EastSouth,heat,districtHeat,h4298,genUp,0.349738065,
East,EastSouth,heat,districtHeat,h4299,genUp,0.487084179,
East,EastSouth,heat,districtHeat,h4300,genUp,0.7002238,
East,EastSouth,heat,districtHeat,h4301,genUp,0.786444902,
East,EastSouth,heat,districtHeat,h4302,genUp,0.685982901,
East,EastSouth,heat,districtHeat,h4303,genUp,0.729579484,
East,EastSouth,heat,districtHeat,h4304,genUp,0.712341242,
East,EastSouth,heat,districtHeat,h4305,genUp,0.543889821,
East,EastSouth,heat,districtHeat,h4306,genUp,0.424499731,
East,EastSouth,heat,districtHeat,h4307,genUp,0.415005798,
East,EastSouth,heat,districtHeat,h4308,genUp,0.47284328,
East,EastSouth,heat,districtHeat,h4309,genUp,0.463693295,
East,EastSouth,heat,districtHeat,h4310,genUp,0.437678901,
East,EastSouth,heat,districtHeat,h4311,genUp,0.49482849,
East,EastSouth,heat,districtHeat,h4312,genUp,0.472499334,
East,EastSouth,heat,districtHeat,h4313,genUp,0.556725044,
East,EastSouth,heat,districtHeat,h4314,genUp,0.610189395,
East,EastSouth,heat,districtHeat,h4315,genUp,0.588204186,
East,EastSouth,heat,districtHeat,h4316,genUp,0.583113273,
East,EastSouth,heat,districtHeat,h4317,genUp,0.442425868,
East,EastSouth,heat,districtHeat,h4318,genUp,0.349050171,
East,EastSouth,heat,districtHeat,h4319,genUp,0.185689664,
East,EastSouth,heat,districtHeat,h4320,genUp,0.185689664,
East,EastSouth,heat,districtHeat,h4321,genUp,0.146122265,
East,EastSouth,heat,districtHeat,h4322,genUp,0.225601009,
East,EastSouth,heat,districtHeat,h4323,genUp,0.318632758,
East,EastSouth,heat,districtHeat,h4324,genUp,0.483054995,
East,EastSouth,heat,districtHeat,h4325,genUp,0.570651884,
East,EastSouth,heat,districtHeat,h4326,genUp,0.495890218,
East,EastSouth,heat,districtHeat,h4327,genUp,0.504322422,
East,EastSouth,heat,districtHeat,h4328,genUp,0.504322422,
East,EastSouth,heat,districtHeat,h4329,genUp,0.402514522,
East,EastSouth,heat,districtHeat,h4330,genUp,0.340617968,
East,EastSouth,heat,districtHeat,h4331,genUp,0.335871001,
East,EastSouth,heat,districtHeat,h4332,genUp,0.331467982,
East,EastSouth,heat,districtHeat,h4333,genUp,0.366632361,
East,EastSouth,heat,districtHeat,h4334,genUp,0.331467982,
East,EastSouth,heat,districtHeat,h4335,genUp,0.410946726,
East,EastSouth,heat,districtHeat,h4336,genUp,0.37103538,
East,EastSouth,heat,districtHeat,h4337,genUp,0.415349745,
East,EastSouth,heat,districtHeat,h4338,genUp,0.464411077,
East,EastSouth,heat,districtHeat,h4339,genUp,0.481993266,
East,EastSouth,heat,districtHeat,h4340,genUp,0.437334954,
East,EastSouth,heat,districtHeat,h4341,genUp,0.358200157,
East,EastSouth,heat,districtHeat,h4342,genUp,0.247242271,
East,EastSouth,heat,districtHeat,h4343,genUp,0.101463953,
East,EastSouth,heat,districtHeat,h4344,genUp,0.101463953,
East,EastSouth,heat,districtHeat,h4345,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4346,genUp,0.101463953,
East,EastSouth,heat,districtHeat,h4347,genUp,0.150181338,
East,EastSouth,heat,districtHeat,h4348,genUp,0.283468379,
East,EastSouth,heat,districtHeat,h4349,genUp,0.328126691,
East,EastSouth,heat,districtHeat,h4350,genUp,0.323379725,
East,EastSouth,heat,districtHeat,h4351,genUp,0.296647549,
East,EastSouth,heat,districtHeat,h4352,genUp,0.296647549,
East,EastSouth,heat,districtHeat,h4353,genUp,0.274318394,
East,EastSouth,heat,districtHeat,h4354,genUp,0.256736204,
East,EastSouth,heat,districtHeat,h4355,genUp,0.234407048,
East,EastSouth,heat,districtHeat,h4356,genUp,0.230004029,
East,EastSouth,heat,districtHeat,h4357,genUp,0.247586218,
East,EastSouth,heat,districtHeat,h4358,genUp,0.225257062,
East,EastSouth,heat,districtHeat,h4359,genUp,0.247586218,
East,EastSouth,heat,districtHeat,h4360,genUp,0.247586218,
East,EastSouth,heat,districtHeat,h4361,genUp,0.251989238,
East,EastSouth,heat,districtHeat,h4362,genUp,0.274318394,
East,EastSouth,heat,districtHeat,h4363,genUp,0.291900583,
East,EastSouth,heat,districtHeat,h4364,genUp,0.251989238,
East,EastSouth,heat,districtHeat,h4365,genUp,0.229660082,
East,EastSouth,heat,districtHeat,h4366,genUp,0.141031352,
East,EastSouth,heat,districtHeat,h4367,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4368,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4369,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4370,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4371,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4372,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4373,genUp,0.17285444,
East,EastSouth,heat,districtHeat,h4374,genUp,0.17285444,
East,EastSouth,heat,districtHeat,h4375,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4376,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4377,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4378,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4379,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4380,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4381,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4382,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4383,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4384,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4385,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4386,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4387,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4388,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4389,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4390,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4391,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4392,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4393,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4394,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4395,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4396,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4397,genUp,0.128540075,
East,EastSouth,heat,districtHeat,h4398,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4399,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4400,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4401,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4402,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4403,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4404,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4405,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4406,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4407,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4408,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4409,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4410,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4411,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4412,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4413,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4414,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4415,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4416,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4417,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4418,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4419,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4420,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4421,genUp,0.08422571,
East,EastSouth,heat,districtHeat,h4422,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4423,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4424,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4425,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4426,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4427,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4428,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4429,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4430,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4431,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4432,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4433,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4434,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4435,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4436,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4437,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4438,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4439,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4440,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4441,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4442,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4443,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4444,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4445,genUp,0.08422571,
East,EastSouth,heat,districtHeat,h4446,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4447,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4448,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4449,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4450,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4451,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4452,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4453,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4454,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4455,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4456,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4457,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4458,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4459,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4460,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4461,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4462,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4463,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4464,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4465,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4466,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4467,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4468,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4469,genUp,0.150869231,
East,EastSouth,heat,districtHeat,h4470,genUp,0.17285444,
East,EastSouth,heat,districtHeat,h4471,genUp,0.128540075,
East,EastSouth,heat,districtHeat,h4472,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4473,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4474,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4475,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4476,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4477,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4478,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4479,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4480,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4481,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4482,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4483,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4484,genUp,0.106210919,
East,EastSouth,heat,districtHeat,h4485,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4486,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4487,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4488,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4489,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4490,genUp,0.061896555,
East,EastSouth,heat,districtHeat,h4491,genUp,0.083881764,
East,EastSouth,heat,districtHeat,h4492,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4493,genUp,0.195183596,
East,EastSouth,heat,districtHeat,h4494,genUp,0.17285444,
East,EastSouth,heat,districtHeat,h4495,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4496,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4497,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4498,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4499,genUp,0.150525284,
East,EastSouth,heat,districtHeat,h4500,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4501,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4502,genUp,0.123793109,
East,EastSouth,heat,districtHeat,h4503,genUp,0.141375299,
East,EastSouth,heat,districtHeat,h4504,genUp,0.168107474,
East,EastSouth,heat,districtHeat,h4505,genUp,0.168107474,
East,EastSouth,heat,districtHeat,h4506,genUp,0.168107474,
East,EastSouth,heat,districtHeat,h4507,genUp,0.168107474,
East,EastSouth,heat,districtHeat,h4508,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4509,genUp,0.145778318,
East,EastSouth,heat,districtHeat,h4510,genUp,0.101463953,
East,EastSouth,heat,districtHeat,h4511,genUp,0.163360508,
East,EastSouth,heat,districtHeat,h4512,genUp,0.163360508,
East,EastSouth,heat,districtHeat,h4513,genUp,0.146122265,
East,EastSouth,heat,districtHeat,h4514,genUp,0.225601009,
East,EastSouth,heat,districtHeat,h4515,genUp,0.301050569,
East,EastSouth,heat,districtHeat,h4516,genUp,0.43874063,
East,EastSouth,heat,districtHeat,h4517,genUp,0.50435231,
East,EastSouth,heat,districtHeat,h4518,genUp,0.473905009,
East,EastSouth,heat,districtHeat,h4519,genUp,0.481993266,
East,EastSouth,heat,districtHeat,h4520,genUp,0.464755023,
East,EastSouth,heat,districtHeat,h4521,genUp,0.380529313,
East,EastSouth,heat,districtHeat,h4522,genUp,0.340617968,
East,EastSouth,heat,districtHeat,h4523,genUp,0.335871001,
East,EastSouth,heat,districtHeat,h4524,genUp,0.331467982,
East,EastSouth,heat,districtHeat,h4525,genUp,0.327064962,
East,EastSouth,heat,districtHeat,h4526,genUp,0.331467982,
East,EastSouth,heat,districtHeat,h4527,genUp,0.349050171,
East,EastSouth,heat,districtHeat,h4528,genUp,0.349050171,
East,EastSouth,heat,districtHeat,h4529,genUp,0.375782347,
East,EastSouth,heat,districtHeat,h4530,genUp,0.420096712,
East,EastSouth,heat,districtHeat,h4531,genUp,0.420096712,
East,EastSouth,heat,districtHeat,h4532,genUp,0.397767556,
East,EastSouth,heat,districtHeat,h4533,genUp,0.313885792,
East,EastSouth,heat,districtHeat,h4534,genUp,0.225257062,
East,EastSouth,heat,districtHeat,h4535,genUp,0.38861757,
East,EastSouth,heat,districtHeat,h4536,genUp,0.388961517,
East,EastSouth,heat,districtHeat,h4537,genUp,0.371723274,
East,EastSouth,heat,districtHeat,h4538,genUp,0.513098573,
East,EastSouth,heat,districtHeat,h4539,genUp,0.716744261,
East,EastSouth,heat,districtHeat,h4540,genUp,1.080409166,
East,EastSouth,heat,districtHeat,h4541,genUp,1.210944633,
East,EastSouth,heat,districtHeat,h4542,genUp,1.106079613,
East,EastSouth,heat,districtHeat,h4543,genUp,1.105361831,
East,EastSouth,heat,districtHeat,h4544,genUp,1.048212243,
East,EastSouth,heat,districtHeat,h4545,genUp,0.862178632,
East,EastSouth,heat,districtHeat,h4546,genUp,0.720459387,
East,EastSouth,heat,districtHeat,h4547,genUp,0.688980245,
East,EastSouth,heat,districtHeat,h4548,genUp,0.746817727,
East,EastSouth,heat,districtHeat,h4549,genUp,0.698100343,
East,EastSouth,heat,districtHeat,h4550,genUp,0.707250328,
East,EastSouth,heat,districtHeat,h4551,genUp,0.764399917,
East,EastSouth,heat,districtHeat,h4552,genUp,0.719741605,
East,EastSouth,heat,districtHeat,h4553,genUp,0.830699491,
East,EastSouth,heat,districtHeat,h4554,genUp,0.906492997,
East,EastSouth,heat,districtHeat,h4555,genUp,0.924075187,
East,EastSouth,heat,districtHeat,h4556,genUp,0.918984274,
East,EastSouth,heat,districtHeat,h4557,genUp,0.694071158,
East,EastSouth,heat,districtHeat,h4558,genUp,0.494484543,
East,EastSouth,heat,districtHeat,h4559,genUp,0.521216718,
East,EastSouth,heat,districtHeat,h4560,genUp,0.556725044,
East,EastSouth,heat,districtHeat,h4561,genUp,0.539486801,
East,EastSouth,heat,districtHeat,h4562,genUp,0.720429499,
East,EastSouth,heat,districtHeat,h4563,genUp,1.030286106,
East,EastSouth,heat,districtHeat,h4564,genUp,1.385892643,
East,EastSouth,heat,districtHeat,h4565,genUp,1.780534788,
East,EastSouth,heat,districtHeat,h4566,genUp,1.609714141,
East,EastSouth,heat,districtHeat,h4567,genUp,1.586667204,
East,EastSouth,heat,districtHeat,h4568,genUp,1.489950217,
East,EastSouth,heat,districtHeat,h4569,genUp,1.28158745,
East,EastSouth,heat,districtHeat,h4570,genUp,1.100300806,
East,EastSouth,heat,districtHeat,h4571,genUp,1.068821664,
East,EastSouth,heat,districtHeat,h4572,genUp,1.064762592,
East,EastSouth,heat,districtHeat,h4573,genUp,1.060359572,
East,EastSouth,heat,districtHeat,h4574,genUp,1.087091748,
East,EastSouth,heat,districtHeat,h4575,genUp,1.144241336,
East,EastSouth,heat,districtHeat,h4576,genUp,1.10873301,
East,EastSouth,heat,districtHeat,h4577,genUp,1.237273085,
East,EastSouth,heat,districtHeat,h4578,genUp,1.357380957,
East,EastSouth,heat,districtHeat,h4579,genUp,1.35703701,
East,EastSouth,heat,districtHeat,h4580,genUp,1.285646523,
East,EastSouth,heat,districtHeat,h4581,genUp,1.034001232,
East,EastSouth,heat,districtHeat,h4582,genUp,0.728547644,
East,EastSouth,heat,districtHeat,h4583,genUp,0.283124432,
East,EastSouth,heat,districtHeat,h4584,genUp,0.301050569,
East,EastSouth,heat,districtHeat,h4585,genUp,0.406887653,
East,EastSouth,heat,districtHeat,h4586,genUp,0.460352004,
East,EastSouth,heat,districtHeat,h4587,genUp,0.699162072,
East,EastSouth,heat,districtHeat,h4588,genUp,1.053676991,
East,EastSouth,heat,districtHeat,h4589,genUp,1.153795045,
East,EastSouth,heat,districtHeat,h4590,genUp,0.9738543,
East,EastSouth,heat,districtHeat,h4591,genUp,1.083032675,
East,EastSouth,heat,districtHeat,h4592,genUp,1.061391413,
East,EastSouth,heat,districtHeat,h4593,genUp,0.809432064,
East,EastSouth,heat,districtHeat,h4594,genUp,0.786385126,
East,EastSouth,heat,districtHeat,h4595,genUp,0.741726814,
East,EastSouth,heat,districtHeat,h4596,genUp,0.742070761,
East,EastSouth,heat,districtHeat,h4597,genUp,0.522278447,
East,EastSouth,heat,districtHeat,h4598,genUp,0.584175001,
East,EastSouth,heat,districtHeat,h4599,genUp,0.676488969,
East,EastSouth,heat,districtHeat,h4600,genUp,0.719741605,
East,EastSouth,heat,districtHeat,h4601,genUp,0.795535111,
East,EastSouth,heat,districtHeat,h4602,genUp,0.924075187,
East,EastSouth,heat,districtHeat,h4603,genUp,0.924075187,
East,EastSouth,heat,districtHeat,h4604,genUp,0.883819894,
East,EastSouth,heat,districtHeat,h4605,genUp,0.694071158,
East,EastSouth,heat,districtHeat,h4606,genUp,0.512066732,
