timestep_2,carrier_1,parameter,value
h7147,electricity,dem,59.70412371
h7148,electricity,dem,57.84020619
h7149,electricity,dem,55.09690722
h7150,electricity,dem,53.24639175
h7151,electricity,dem,52.54742268
h7152,electricity,dem,49.01340206
h7153,electricity,dem,46.31443299
h7154,electricity,dem,44.69587629
h7155,electricity,dem,44.42783505
h7156,electricity,dem,45.43917526
h7157,electricity,dem,47.68762887
h7158,electricity,dem,52.5371134
h7159,electricity,dem,62.02164948
h7160,electricity,dem,67.87525773
h7161,electricity,dem,70.28247423
h7162,electricity,dem,70.14226804
h7163,electricity,dem,70.6628866
h7164,electricity,dem,70.79793814
h7165,electricity,dem,69.60309278
h7166,electricity,dem,68.83195876
h7167,electricity,dem,67.98453608
h7168,electricity,dem,67.72061856
h7169,electricity,dem,67.6185567
h7170,electricity,dem,72.3185567
h7171,electricity,dem,74.36907216
h7172,electricity,dem,72.08041237
h7173,electricity,dem,67.59175258
h7174,electricity,dem,63.72783505
h7175,electricity,dem,60.20206186
h7176,electricity,dem,55.23298969
h7177,electricity,dem,51.67938144
h7178,electricity,dem,49.94226804
h7179,electricity,dem,49.10309278
h7180,electricity,dem,49.77010309
h7181,electricity,dem,51.50309278
h7182,electricity,dem,55.68247423
h7183,electricity,dem,64.05463918
h7184,electricity,dem,69.4556701
h7185,electricity,dem,71.1257732
h7186,electricity,dem,70.92783505
h7187,electricity,dem,71.28659794
h7188,electricity,dem,71.90412371
h7189,electricity,dem,70.70515464
h7190,electricity,dem,70.20412371
h7191,electricity,dem,69.55463918
h7192,electricity,dem,69.2257732
h7193,electricity,dem,69.49072165
h7194,electricity,dem,74.04226804
h7195,electricity,dem,75.36391753
h7196,electricity,dem,73.17010309
h7197,electricity,dem,68.60309278
h7198,electricity,dem,64.52061856
h7199,electricity,dem,60.72371134
h7200,electricity,dem,55.46391753
h7201,electricity,dem,52.09587629
h7202,electricity,dem,50.23505155
h7203,electricity,dem,49.48041237
h7204,electricity,dem,50.18247423
h7205,electricity,dem,52.04329897
h7206,electricity,dem,56.14020619
h7207,electricity,dem,64.52268041
h7208,electricity,dem,69.78762887
h7209,electricity,dem,71.54329897
h7210,electricity,dem,71.79484536
h7211,electricity,dem,72.36597938
h7212,electricity,dem,72.88453608
h7213,electricity,dem,71.70206186
h7214,electricity,dem,71.2742268
h7215,electricity,dem,70.54536082
h7216,electricity,dem,70.42371134
h7217,electricity,dem,70.3556701
h7218,electricity,dem,74.61443299
h7219,electricity,dem,75.61443299
h7220,electricity,dem,73.13402062
h7221,electricity,dem,68.57113402
h7222,electricity,dem,64.63917526
h7223,electricity,dem,60.92061856
h7224,electricity,dem,55.7628866
h7225,electricity,dem,51.91443299
h7226,electricity,dem,49.74123711
h7227,electricity,dem,48.69278351
h7228,electricity,dem,49.18865979
h7229,electricity,dem,50.90618557
h7230,electricity,dem,54.91237113
h7231,electricity,dem,63.49793814
h7232,electricity,dem,69.19175258
h7233,electricity,dem,71.53195876
h7234,electricity,dem,71.67319588
h7235,electricity,dem,72.38247423
h7236,electricity,dem,73.50103093
h7237,electricity,dem,72.3
h7238,electricity,dem,71.63917526
h7239,electricity,dem,71.09072165
h7240,electricity,dem,70.59381443
h7241,electricity,dem,70.34536082
h7242,electricity,dem,74.1257732
h7243,electricity,dem,74.57319588
h7244,electricity,dem,72.55051546
h7245,electricity,dem,68.31134021
h7246,electricity,dem,64.1257732
h7247,electricity,dem,60.40206186
h7248,electricity,dem,55.2814433
h7249,electricity,dem,51.80309278
h7250,electricity,dem,49.65670103
h7251,electricity,dem,48.75979381
h7252,electricity,dem,49.38350515
h7253,electricity,dem,51.07113402
h7254,electricity,dem,55.07628866
h7255,electricity,dem,63.54123711
h7256,electricity,dem,69.27319588
h7257,electricity,dem,71.99381443
h7258,electricity,dem,72.31752577
h7259,electricity,dem,72.90103093
h7260,electricity,dem,73.31443299
h7261,electricity,dem,71.75876289
h7262,electricity,dem,70.10618557
h7263,electricity,dem,68.50206186
h7264,electricity,dem,67.71443299
h7265,electricity,dem,68.3628866
h7266,electricity,dem,72.36494845
h7267,electricity,dem,72.82474227
h7268,electricity,dem,70.28969072
h7269,electricity,dem,65.66804124
h7270,electricity,dem,61.65773196
h7271,electricity,dem,58.42268041
h7272,electricity,dem,53.87113402
h7273,electricity,dem,50.02268041
h7274,electricity,dem,47.59690722
h7275,electricity,dem,46.5
h7276,electricity,dem,46.53298969
h7277,electricity,dem,46.96494845
h7278,electricity,dem,47.39587629
h7279,electricity,dem,48.74948454
h7280,electricity,dem,51.87628866
h7281,electricity,dem,55.10824742
h7282,electricity,dem,57.08762887
h7283,electricity,dem,58.01649485
h7284,electricity,dem,58.21958763
h7285,electricity,dem,56.77938144
h7286,electricity,dem,54.82164948
h7287,electricity,dem,53.56082474
h7288,electricity,dem,53.6628866
h7289,electricity,dem,55.15876289
h7290,electricity,dem,60.51546392
h7291,electricity,dem,62.06907216
h7292,electricity,dem,59.65154639
h7293,electricity,dem,55.96597938
h7294,electricity,dem,53.46494845
h7295,electricity,dem,52.10515464
h7296,electricity,dem,48.64123711
h7297,electricity,dem,45.4556701
h7298,electricity,dem,43.36701031
h7299,electricity,dem,42.27525773
h7300,electricity,dem,42.30515464
h7301,electricity,dem,42.64845361
h7302,electricity,dem,42.58556701
h7303,electricity,dem,42.48247423
h7304,electricity,dem,44.14845361
h7305,electricity,dem,47.7185567
h7306,electricity,dem,50.69072165
h7307,electricity,dem,52.87113402
h7308,electricity,dem,54.97731959
h7309,electricity,dem,54.28969072
h7310,electricity,dem,52.27319588
h7311,electricity,dem,50.44845361
h7312,electricity,dem,49.69072165
h7313,electricity,dem,51.12680412
h7314,electricity,dem,57.43917526
h7315,electricity,dem,60.06082474
h7316,electricity,dem,58.54226804
h7317,electricity,dem,56.02164948
h7318,electricity,dem,54.12989691
h7319,electricity,dem,53.17525773
h7320,electricity,dem,49.55773196
h7321,electricity,dem,46.74845361
h7322,electricity,dem,45.27731959
h7323,electricity,dem,44.90824742
h7324,electricity,dem,45.69175258
h7325,electricity,dem,47.98556701
h7326,electricity,dem,52.77525773
h7327,electricity,dem,62.53814433
h7328,electricity,dem,68.45360825
h7329,electricity,dem,70.89484536
h7330,electricity,dem,71.38453608
h7331,electricity,dem,72.41649485
h7332,electricity,dem,73.0556701
h7333,electricity,dem,72.06597938
h7334,electricity,dem,71.38969072
h7335,electricity,dem,70.1742268
h7336,electricity,dem,69.58659794
h7337,electricity,dem,69.64536082
h7338,electricity,dem,74.34742268
h7339,electricity,dem,75.17010309
h7340,electricity,dem,72.97835052
h7341,electricity,dem,68.65773196
h7342,electricity,dem,64.61443299
h7343,electricity,dem,60.92268041
h7344,electricity,dem,55.84020619
h7345,electricity,dem,52.5185567
h7346,electricity,dem,50.58969072
h7347,electricity,dem,49.8742268
h7348,electricity,dem,50.40927835
h7349,electricity,dem,52.22371134
h7350,electricity,dem,56.00412371
h7351,electricity,dem,64.70103093
h7352,electricity,dem,70.42268041
h7353,electricity,dem,72.19690722
h7354,electricity,dem,72.20206186
h7355,electricity,dem,73.30927835
h7356,electricity,dem,74.00103093
h7357,electricity,dem,72.90206186
h7358,electricity,dem,72.07010309
h7359,electricity,dem,70.62783505
h7360,electricity,dem,70.23608247
h7361,electricity,dem,70.69072165
h7362,electricity,dem,75.25979381
h7363,electricity,dem,75.27010309
h7364,electricity,dem,73.63298969
h7365,electricity,dem,69.26082474
h7366,electricity,dem,65.18865979
h7367,electricity,dem,61.2371134
h7368,electricity,dem,56.20824742
h7369,electricity,dem,52.81237113
h7370,electricity,dem,50.99587629
h7371,electricity,dem,50.35670103
h7372,electricity,dem,50.90618557
h7373,electricity,dem,52.61752577
h7374,electricity,dem,56.71340206
h7375,electricity,dem,65.11752577
h7376,electricity,dem,70.68453608
h7377,electricity,dem,72.41958763
h7378,electricity,dem,72.26391753
h7379,electricity,dem,72.62680412
h7380,electricity,dem,73.74020619
h7381,electricity,dem,72.96185567
h7382,electricity,dem,71.97319588
h7383,electricity,dem,70.73298969
h7384,electricity,dem,70.19278351
h7385,electricity,dem,70.53608247
h7386,electricity,dem,75.03917526
h7387,electricity,dem,75.42680412
h7388,electricity,dem,73.33195876
h7389,electricity,dem,68.92268041
h7390,electricity,dem,64.78453608
h7391,electricity,dem,60.89896907
h7392,electricity,dem,55.7
h7393,electricity,dem,52.09278351
h7394,electricity,dem,49.98762887
h7395,electricity,dem,49.05360825
h7396,electricity,dem,49.55463918
h7397,electricity,dem,51.32268041
h7398,electricity,dem,55.36082474
h7399,electricity,dem,64.2371134
h7400,electricity,dem,70.10618557
h7401,electricity,dem,71.61340206
h7402,electricity,dem,71.02371134
h7403,electricity,dem,71.96494845
h7404,electricity,dem,72.79484536
h7405,electricity,dem,71.68453608
h7406,electricity,dem,70.81340206
h7407,electricity,dem,69.68865979
h7408,electricity,dem,69.11030928
h7409,electricity,dem,69.70618557
h7410,electricity,dem,74.56391753
h7411,electricity,dem,75.05979381
h7412,electricity,dem,72.9257732
h7413,electricity,dem,68.43402062
h7414,electricity,dem,64.49896907
h7415,electricity,dem,60.64742268
h7416,electricity,dem,55.75876289
h7417,electricity,dem,51.79690722
h7418,electricity,dem,49.65463918
h7419,electricity,dem,48.69484536
h7420,electricity,dem,49.31546392
h7421,electricity,dem,50.89175258
h7422,electricity,dem,54.79690722
h7423,electricity,dem,63.35773196
h7424,electricity,dem,69.02989691
h7425,electricity,dem,71.4556701
h7426,electricity,dem,71.84020619
h7427,electricity,dem,72.77216495
h7428,electricity,dem,73.25773196
h7429,electricity,dem,71.83195876
h7430,electricity,dem,70.15670103
h7431,electricity,dem,68.40412371
h7432,electricity,dem,67.79072165
h7433,electricity,dem,68.82783505
h7434,electricity,dem,72.6556701
h7435,electricity,dem,72.22989691
h7436,electricity,dem,69.76494845
h7437,electricity,dem,65.27835052
h7438,electricity,dem,61.21649485
h7439,electricity,dem,58.00103093
h7440,electricity,dem,53.67010309
h7441,electricity,dem,49.88247423
h7442,electricity,dem,47.39484536
h7443,electricity,dem,46.11030928
h7444,electricity,dem,45.61237113
h7445,electricity,dem,46.1185567
h7446,electricity,dem,46.72783505
h7447,electricity,dem,48.87835052
h7448,electricity,dem,52.03917526
h7449,electricity,dem,55.89278351
h7450,electricity,dem,58.88041237
h7451,electricity,dem,60.28659794
h7452,electricity,dem,61.67835052
h7453,electricity,dem,60.91134021
h7454,electricity,dem,58.92989691
h7455,electricity,dem,57.5
h7456,electricity,dem,57.35979381
h7457,electricity,dem,58.74742268
h7458,electricity,dem,63.53814433
h7459,electricity,dem,63.55257732
h7460,electricity,dem,61.28969072
h7461,electricity,dem,57.09381443
h7462,electricity,dem,54.25463918
h7463,electricity,dem,52.23814433
h7464,electricity,dem,48.64742268
h7465,electricity,dem,45.10515464
h7466,electricity,dem,43.07525773
h7467,electricity,dem,42.06185567
h7468,electricity,dem,41.6257732
h7469,electricity,dem,42.03917526
h7470,electricity,dem,42.47525773
h7471,electricity,dem,42.74329897
h7472,electricity,dem,44.27010309
h7473,electricity,dem,47.72061856
h7474,electricity,dem,50.65360825
h7475,electricity,dem,52.82989691
h7476,electricity,dem,55.03298969
h7477,electricity,dem,53.94742268
h7478,electricity,dem,51.78350515
h7479,electricity,dem,50.04639175
h7480,electricity,dem,49.90515464
h7481,electricity,dem,51.96082474
h7482,electricity,dem,58.35360825
h7483,electricity,dem,60.17010309
h7484,electricity,dem,58.64020619
h7485,electricity,dem,55.87319588
h7486,electricity,dem,53.89072165
h7487,electricity,dem,53.06391753
h7488,electricity,dem,49.52989691
h7489,electricity,dem,46.51443299
h7490,electricity,dem,44.86907216
h7491,electricity,dem,44.09072165
h7492,electricity,dem,44.64639175
h7493,electricity,dem,47.04123711
h7494,electricity,dem,52.26907216
h7495,electricity,dem,62.38350515
h7496,electricity,dem,68.85051546
h7497,electricity,dem,71.08247423
h7498,electricity,dem,71.73917526
h7499,electricity,dem,73.26391753
h7500,electricity,dem,74.88041237
h7501,electricity,dem,73.98350515
h7502,electricity,dem,73.62474227
h7503,electricity,dem,72.54329897
h7504,electricity,dem,71.42989691
h7505,electricity,dem,71.94742268
h7506,electricity,dem,75.54226804
h7507,electricity,dem,75.42268041
h7508,electricity,dem,73.41958763
h7509,electricity,dem,68.93298969
h7510,electricity,dem,64.67628866
h7511,electricity,dem,60.29484536
h7512,electricity,dem,54.97938144
h7513,electricity,dem,51.31443299
h7514,electricity,dem,49.30618557
h7515,electricity,dem,48.51340206
h7516,electricity,dem,49.09072165
h7517,electricity,dem,50.93092784
h7518,electricity,dem,55.5556701
h7519,electricity,dem,65.09484536
h7520,electricity,dem,71.43195876
h7521,electricity,dem,73.21134021
h7522,electricity,dem,73.34020619
h7523,electricity,dem,74.51340206
h7524,electricity,dem,75.78969072
h7525,electricity,dem,74.82268041
h7526,electricity,dem,74.11546392
h7527,electricity,dem,73.10103093
h7528,electricity,dem,72.38865979
h7529,electricity,dem,72.67216495
h7530,electricity,dem,76.04226804
h7531,electricity,dem,75.45773196
h7532,electricity,dem,73.38659794
h7533,electricity,dem,69.05154639
h7534,electricity,dem,64.82474227
h7535,electricity,dem,60.59484536
h7536,electricity,dem,55.47216495
h7537,electricity,dem,51.79793814
h7538,electricity,dem,50.04536082
h7539,electricity,dem,48.99896907
h7540,electricity,dem,49.62680412
h7541,electricity,dem,51.45876289
h7542,electricity,dem,55.30309278
h7543,electricity,dem,64.4814433
h7544,electricity,dem,70.65360825
h7545,electricity,dem,72.58659794
h7546,electricity,dem,72.92886598
h7547,electricity,dem,73.96907216
h7548,electricity,dem,74.79896907
h7549,electricity,dem,73.73402062
h7550,electricity,dem,73.0443299
h7551,electricity,dem,71.82989691
h7552,electricity,dem,70.93195876
h7553,electricity,dem,71.33814433
h7554,electricity,dem,75.16804124
h7555,electricity,dem,74.77731959
h7556,electricity,dem,73.08556701
h7557,electricity,dem,68.76494845
h7558,electricity,dem,64.41546392
h7559,electricity,dem,60.23505155
h7560,electricity,dem,55.09484536
h7561,electricity,dem,51.73092784
h7562,electricity,dem,49.97113402
h7563,electricity,dem,49.03298969
h7564,electricity,dem,49.59484536
h7565,electricity,dem,51.3814433
h7566,electricity,dem,55.28453608
h7567,electricity,dem,64.30103093
h7568,electricity,dem,70.59381443
h7569,electricity,dem,72.23298969
h7570,electricity,dem,72.40206186
h7571,electricity,dem,73.37319588
h7572,electricity,dem,74.07731959
h7573,electricity,dem,73.03917526
h7574,electricity,dem,72.3628866
h7575,electricity,dem,70.92474227
h7576,electricity,dem,70.21134021
h7577,electricity,dem,70.89072165
h7578,electricity,dem,75.14536082
h7579,electricity,dem,75.11752577
h7580,electricity,dem,73.15154639
h7581,electricity,dem,69.00618557
h7582,electricity,dem,64.88556701
h7583,electricity,dem,60.98350515
h7584,electricity,dem,55.74845361
h7585,electricity,dem,51.85979381
h7586,electricity,dem,49.78453608
h7587,electricity,dem,48.92680412
h7588,electricity,dem,49.4814433
h7589,electricity,dem,51.21030928
h7590,electricity,dem,55.40721649
h7591,electricity,dem,64.42061856
h7592,electricity,dem,70.69690722
h7593,electricity,dem,72.78865979
h7594,electricity,dem,73.49072165
h7595,electricity,dem,74.68659794
h7596,electricity,dem,75.31030928
h7597,electricity,dem,74.21134021
h7598,electricity,dem,72.29072165
h7599,electricity,dem,70.61443299
h7600,electricity,dem,69.62371134
h7601,electricity,dem,70.53814433
h7602,electricity,dem,74.2628866
h7603,electricity,dem,73.63505155
h7604,electricity,dem,71.10721649
h7605,electricity,dem,66.67628866
h7606,electricity,dem,62.95257732
h7607,electricity,dem,59.57319588
h7608,electricity,dem,55.44329897
h7609,electricity,dem,51.74536082
h7610,electricity,dem,49.04845361
h7611,electricity,dem,48.21649485
h7612,electricity,dem,48.26597938
h7613,electricity,dem,48.77525773
h7614,electricity,dem,49.20721649
h7615,electricity,dem,50.92061856
h7616,electricity,dem,53.96185567
h7617,electricity,dem,57.26804124
h7618,electricity,dem,60.1443299
h7619,electricity,dem,62.01649485
h7620,electricity,dem,62.93092784
h7621,electricity,dem,61.98762887
h7622,electricity,dem,60.15154639
h7623,electricity,dem,58.5371134
h7624,electricity,dem,58.45876289
h7625,electricity,dem,60.28247423
h7626,electricity,dem,63.99381443
h7627,electricity,dem,63.64948454
h7628,electricity,dem,61.11340206
h7629,electricity,dem,57.29072165
h7630,electricity,dem,54.44020619
h7631,electricity,dem,52.56082474
h7632,electricity,dem,48.91340206
h7633,electricity,dem,46.14536082
h7634,electricity,dem,43.97216495
h7635,electricity,dem,42.73917526
h7636,electricity,dem,42.62061856
h7637,electricity,dem,43.04536082
h7638,electricity,dem,43.26082474
h7639,electricity,dem,43.71340206
h7640,electricity,dem,45.8814433
h7641,electricity,dem,49.53505155
h7642,electricity,dem,52.97835052
h7643,electricity,dem,55.92268041
h7644,electricity,dem,58.45670103
h7645,electricity,dem,57.95670103
h7646,electricity,dem,55.80206186
h7647,electricity,dem,54.31752577
h7648,electricity,dem,53.79896907
h7649,electricity,dem,55.35154639
h7650,electricity,dem,60.02474227
h7651,electricity,dem,60.83608247
h7652,electricity,dem,59.10206186
h7653,electricity,dem,56.54742268
h7654,electricity,dem,54.42474227
h7655,electricity,dem,53.64123711
h7656,electricity,dem,49.99175258
h7657,electricity,dem,46.9628866
h7658,electricity,dem,45.3556701
h7659,electricity,dem,44.87628866
h7660,electricity,dem,45.59793814
h7661,electricity,dem,47.89690722
h7662,electricity,dem,52.85154639
h7663,electricity,dem,62.94742268
h7664,electricity,dem,69.87113402
h7665,electricity,dem,72.15876289
h7666,electricity,dem,72.46701031
h7667,electricity,dem,73.30309278
h7668,electricity,dem,74.47216495
h7669,electricity,dem,73.94226804
h7670,electricity,dem,73.42061856
h7671,electricity,dem,72.47938144
h7672,electricity,dem,72.10309278
h7673,electricity,dem,72.93917526
h7674,electricity,dem,75.92886598
h7675,electricity,dem,75.0814433
h7676,electricity,dem,72.91958763
h7677,electricity,dem,68.50103093
h7678,electricity,dem,64.36494845
h7679,electricity,dem,60.43195876
h7680,electricity,dem,55.1814433
h7681,electricity,dem,51.53917526
h7682,electricity,dem,49.51958763
h7683,electricity,dem,48.58865979
h7684,electricity,dem,49.38247423
h7685,electricity,dem,51.14226804
h7686,electricity,dem,55.15154639
h7687,electricity,dem,64.58453608
h7688,electricity,dem,71.47731959
h7689,electricity,dem,73.1628866
h7690,electricity,dem,73.56185567
h7691,electricity,dem,74.99793814
h7692,electricity,dem,75.77628866
h7693,electricity,dem,74.93814433
h7694,electricity,dem,74.54845361
h7695,electricity,dem,73.70618557
h7696,electricity,dem,73.31134021
h7697,electricity,dem,73.91237113
h7698,electricity,dem,76.75979381
h7699,electricity,dem,75.7371134
h7700,electricity,dem,73.68247423
h7701,electricity,dem,69.59793814
h7702,electricity,dem,65.64226804
h7703,electricity,dem,61.74948454
h7704,electricity,dem,56.38041237
h7705,electricity,dem,52.67010309
h7706,electricity,dem,50.5556701
h7707,electricity,dem,49.61752577
h7708,electricity,dem,50.0814433
h7709,electricity,dem,51.69690722
h7710,electricity,dem,55.90412371
h7711,electricity,dem,64.57731959
h7712,electricity,dem,71.27319588
h7713,electricity,dem,73.12061856
h7714,electricity,dem,73.38762887
h7715,electricity,dem,74.2371134
h7716,electricity,dem,75.36185567
h7717,electricity,dem,74.16494845
h7718,electricity,dem,73.30206186
h7719,electricity,dem,71.65154639
h7720,electricity,dem,70.89278351
h7721,electricity,dem,71.47216495
h7722,electricity,dem,75.58041237
h7723,electricity,dem,75.52783505
h7724,electricity,dem,73.60927835
h7725,electricity,dem,69.48350515
h7726,electricity,dem,65.18556701
h7727,electricity,dem,61.19587629
h7728,electricity,dem,56.23402062
h7729,electricity,dem,52.42783505
h7730,electricity,dem,50.49793814
h7731,electricity,dem,49.77835052
h7732,electricity,dem,50.3443299
h7733,electricity,dem,52.07113402
h7734,electricity,dem,56.04639175
h7735,electricity,dem,65.40515464
h7736,electricity,dem,72.07835052
h7737,electricity,dem,73.86701031
h7738,electricity,dem,73.90412371
h7739,electricity,dem,74.78350515
h7740,electricity,dem,75.94639175
h7741,electricity,dem,74.98762887
h7742,electricity,dem,74.57113402
h7743,electricity,dem,73.91752577
h7744,electricity,dem,73.50309278
h7745,electricity,dem,74.64536082
h7746,electricity,dem,77.20618557
h7747,electricity,dem,76.10618557
h7748,electricity,dem,73.55876289
h7749,electricity,dem,69.15360825
h7750,electricity,dem,65.34329897
h7751,electricity,dem,61.37731959
h7752,electricity,dem,56.4443299
h7753,electricity,dem,52.60206186
h7754,electricity,dem,50.57731959
h7755,electricity,dem,49.75876289
h7756,electricity,dem,50.63298969
h7757,electricity,dem,52.41546392
h7758,electricity,dem,56.23195876
h7759,electricity,dem,64.83608247
h7760,electricity,dem,71.69278351
h7761,electricity,dem,74
h7762,electricity,dem,74.43298969
h7763,electricity,dem,75.30618557
h7764,electricity,dem,75.95670103
h7765,electricity,dem,74.88041237
h7766,electricity,dem,73.63298969
h7767,electricity,dem,72.33402062
h7768,electricity,dem,71.79072165
h7769,electricity,dem,72.95257732
h7770,electricity,dem,75.18969072
h7771,electricity,dem,73.73505155
h7772,electricity,dem,71.40103093
h7773,electricity,dem,66.82783505
h7774,electricity,dem,62.97835052
h7775,electricity,dem,59.97010309
h7776,electricity,dem,55.63298969
h7777,electricity,dem,52.09896907
h7778,electricity,dem,49.59072165
h7779,electricity,dem,48.20515464
h7780,electricity,dem,48.04742268
h7781,electricity,dem,48.19484536
h7782,electricity,dem,48.45360825
h7783,electricity,dem,49.81237113
h7784,electricity,dem,53.76185567
h7785,electricity,dem,57.34123711
h7786,electricity,dem,60.56907216
h7787,electricity,dem,62.33195876
h7788,electricity,dem,63.0814433
h7789,electricity,dem,62.24742268
h7790,electricity,dem,60.59072165
h7791,electricity,dem,59.27010309
h7792,electricity,dem,59.4
h7793,electricity,dem,61.69072165
h7794,electricity,dem,65.01752577
h7795,electricity,dem,64.80206186
h7796,electricity,dem,62.28865979
h7797,electricity,dem,58.41649485
h7798,electricity,dem,55.88969072
h7799,electricity,dem,54.61649485
h7800,electricity,dem,51.40618557
h7801,electricity,dem,48.43608247
h7802,electricity,dem,46.35154639
h7803,electricity,dem,45.37010309
h7804,electricity,dem,44.99072165
h7805,electricity,dem,44.80515464
h7806,electricity,dem,44.50721649
h7807,electricity,dem,44.49484536
h7808,electricity,dem,46.50721649
h7809,electricity,dem,49.98659794
h7810,electricity,dem,53.64742268
h7811,electricity,dem,56.32886598
h7812,electricity,dem,58.84226804
h7813,electricity,dem,58.59793814
h7814,electricity,dem,56.93814433
h7815,electricity,dem,55.66701031
h7816,electricity,dem,55.3371134
h7817,electricity,dem,57.41546392
h7818,electricity,dem,61.80412371
h7819,electricity,dem,62.68969072
h7820,electricity,dem,61.12989691
h7821,electricity,dem,58.38350515
h7822,electricity,dem,56.6742268
h7823,electricity,dem,56.22164948
h7824,electricity,dem,53.06494845
h7825,electricity,dem,50.33608247
h7826,electricity,dem,48.7185567
h7827,electricity,dem,48.12371134
h7828,electricity,dem,48.61134021
h7829,electricity,dem,50.39587629
h7830,electricity,dem,54.90618557
h7831,electricity,dem,64.40412371
h7832,electricity,dem,71.43608247
h7833,electricity,dem,73.9257732
h7834,electricity,dem,74.20927835
h7835,electricity,dem,75.16907216
h7836,electricity,dem,75.76391753
h7837,electricity,dem,75.13917526
h7838,electricity,dem,74.82164948
h7839,electricity,dem,74.06185567
h7840,electricity,dem,73.87731959
h7841,electricity,dem,75.33195876
h7842,electricity,dem,78.68762887
h7843,electricity,dem,77.78350515
h7844,electricity,dem,75.83608247
h7845,electricity,dem,71.82989691
h7846,electricity,dem,67.8814433
h7847,electricity,dem,64.39690722
h7848,electricity,dem,59.81752577
h7849,electricity,dem,56.67010309
h7850,electricity,dem,54.78969072
h7851,electricity,dem,54.08969072
h7852,electricity,dem,54.56804124
h7853,electricity,dem,55.95051546
h7854,electricity,dem,59.44845361
h7855,electricity,dem,67.69072165
h7856,electricity,dem,74.2371134
h7857,electricity,dem,75.9443299
h7858,electricity,dem,76.0628866
h7859,electricity,dem,76.87010309
h7860,electricity,dem,77.67525773
h7861,electricity,dem,77.1556701
h7862,electricity,dem,76.7443299
h7863,electricity,dem,75.99175258
h7864,electricity,dem,75.6443299
h7865,electricity,dem,77.17216495
h7866,electricity,dem,79.89278351
h7867,electricity,dem,78.75773196
h7868,electricity,dem,76.61752577
h7869,electricity,dem,72.27835052
h7870,electricity,dem,68.28350515
h7871,electricity,dem,64.65463918
h7872,electricity,dem,59.84742268
h7873,electricity,dem,56.40618557
h7874,electricity,dem,54.29896907
h7875,electricity,dem,53.24845361
h7876,electricity,dem,53.72474227
h7877,electricity,dem,55.16701031
h7878,electricity,dem,58.42783505
h7879,electricity,dem,67.34226804
h7880,electricity,dem,74.32783505
h7881,electricity,dem,76.50515464
h7882,electricity,dem,77.01340206
h7883,electricity,dem,77.78865979
h7884,electricity,dem,78.29484536
h7885,electricity,dem,77.53195876
h7886,electricity,dem,77.21340206
h7887,electricity,dem,76.22268041
h7888,electricity,dem,76.05463918
h7889,electricity,dem,76.98556701
h7890,electricity,dem,79.19587629
h7891,electricity,dem,78.11546392
h7892,electricity,dem,76.01546392
h7893,electricity,dem,71.79587629
h7894,electricity,dem,68.0443299
h7895,electricity,dem,64.43402062
h7896,electricity,dem,59.59072165
h7897,electricity,dem,55.96804124
h7898,electricity,dem,53.93917526
h7899,electricity,dem,52.83505155
h7900,electricity,dem,53.22783505
h7901,electricity,dem,54.64329897
h7902,electricity,dem,58.2742268
h7903,electricity,dem,67.00206186
h7904,electricity,dem,73.88659794
h7905,electricity,dem,75.73505155
h7906,electricity,dem,75.64329897
h7907,electricity,dem,76.06185567
h7908,electricity,dem,76.78659794
h7909,electricity,dem,76.00103093
h7910,electricity,dem,75.53608247
h7911,electricity,dem,74.5257732
h7912,electricity,dem,74.25257732
h7913,electricity,dem,75.63298969
h7914,electricity,dem,78.43402062
h7915,electricity,dem,77.54536082
h7916,electricity,dem,75.57010309
h7917,electricity,dem,71.46701031
h7918,electricity,dem,67.84742268
h7919,electricity,dem,64.56804124
h7920,electricity,dem,59.80206186
h7921,electricity,dem,56.15876289
h7922,electricity,dem,54.28865979
h7923,electricity,dem,53.54226804
h7924,electricity,dem,53.76082474
h7925,electricity,dem,55.04329897
h7926,electricity,dem,58.48453608
h7927,electricity,dem,66.9742268
h7928,electricity,dem,74.0371134
h7929,electricity,dem,75.67010309
h7930,electricity,dem,75.61443299
h7931,electricity,dem,76.14123711
h7932,electricity,dem,76.22886598
h7933,electricity,dem,75.10927835
h7934,electricity,dem,73.67835052
h7935,electricity,dem,72.26391753
h7936,electricity,dem,71.87319588
h7937,electricity,dem,73.71546392
h7938,electricity,dem,76.66391753
h7939,electricity,dem,75.40618557
h7940,electricity,dem,73.04329897
h7941,electricity,dem,68.60103093
h7942,electricity,dem,65.2371134
h7943,electricity,dem,62.64948454
h7944,electricity,dem,58.66082474
h7945,electricity,dem,55.03814433
h7946,electricity,dem,53.00824742
h7947,electricity,dem,51.72989691
h7948,electricity,dem,51.3742268
h7949,electricity,dem,51.46907216
h7950,electricity,dem,51.4185567
h7951,electricity,dem,52.28041237
h7952,electricity,dem,55.83195876
h7953,electricity,dem,59.57010309
h7954,electricity,dem,62.73608247
h7955,electricity,dem,64.54123711
h7956,electricity,dem,65.26185567
h7957,electricity,dem,64.34020619
h7958,electricity,dem,62.43505155
h7959,electricity,dem,60.94845361
h7960,electricity,dem,60.67216495
h7961,electricity,dem,62.79896907
h7962,electricity,dem,66.39690722
h7963,electricity,dem,65.99278351
h7964,electricity,dem,64.01237113
h7965,electricity,dem,60.4257732
h7966,electricity,dem,58.01030928
h7967,electricity,dem,56.86185567
h7968,electricity,dem,53.69484536
h7969,electricity,dem,50.4628866
